"Type","SousType","Nom","Description","Adresse","E-mail","Link","IdMedia","ComUrbaine","Latitude","Longitude","Altitude"
"Transports","Bus ","Fermata",,"Corso Regina Margherita Incrocio Via XX Settembre",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ospedaletti","43.801586","7.710785"
"Transports","Bus ","Fermata",,"Corso Aurelia Ponente 30",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ospedaletti","43.801032","7.705383"
"Transports","Bus ","Fermata",,"Via Madonna della Ruota ",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.799888","7.700402"
"Transports","Bus ","Fermata",,"Via Madonna della Ruota 42",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.796308","7.694751"
"Transports","Bus ","Fermata",,"Via Madonna della Ruota 37",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.793991","7.693198"
"Transports","Bus ","Fermata",,"Via Arziglia 102",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.785409","7.681782"
"Transports","Bus ","Fermata",,"Via Arziglia Incrocio Via al Camposanto",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.783411","7.677501"
"Transports","Bus ","Fermata",,"Via Arziglia 23",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.780994","7.675517"
"Transports","Bus ","Fermata",,"Via Arziglia Incrocio Via Sant'Ampello",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.77775","7.673851"
"Transports","Bus ","Fermata",,"Piazza Garibaldi",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.77844","7.668736"
"Transports","Bus ","Fermata",,"Via della Libertà 56",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.778682","7.666706"
"Transports","Bus ","Fermata",,"Corso Vittorio Emanuele 203 Incrocio Via Primo Maggio",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.779317","7.662846"
